Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2026-04-27 04:43:00+00:00,4742.7001953125,4743.5,4742.39990234375,4743.5,15
2026-04-27 04:44:00+00:00,4742.10009765625,4742.2998046875,4741.60009765625,4742.0,9
2026-04-27 04:45:00+00:00,4741.39990234375,4742.10009765625,4741.39990234375,4741.89990234375,6
2026-04-27 04:46:00+00:00,4741.5,4742.2998046875,4741.2001953125,4742.10009765625,30
2026-04-27 04:47:00+00:00,4741.2998046875,4741.7001953125,4740.2998046875,4741.2001953125,135
2026-04-27 04:48:00+00:00,4741.39990234375,4741.39990234375,4741.39990234375,4741.39990234375,3
2026-04-27 04:49:00+00:00,4739.89990234375,4741.39990234375,4739.7998046875,4741.39990234375,18
2026-04-27 04:50:00+00:00,4739.7998046875,4740.5,4739.10009765625,4740.2001953125,31
2026-04-27 04:51:00+00:00,4740.10009765625,4740.2001953125,4739.2998046875,4740.10009765625,10
2026-04-27 04:52:00+00:00,4739.7001953125,4740.10009765625,4739.5,4739.7998046875,20
2026-04-27 04:53:00+00:00,4740.10009765625,4740.2001953125,4739.0,4739.7001953125,27
2026-04-27 04:54:00+00:00,4740.10009765625,4740.10009765625,4739.5,4739.7001953125,13
2026-04-27 04:55:00+00:00,4739.5,4740.5,4739.5,4740.5,20
2026-04-27 04:56:00+00:00,4739.10009765625,4739.2998046875,4738.2998046875,4739.2998046875,35
2026-04-27 04:57:00+00:00,4739.2001953125,4739.2001953125,4738.60009765625,4738.60009765625,9
2026-04-27 04:58:00+00:00,4740.7001953125,4740.7001953125,4738.89990234375,4738.89990234375,38
2026-04-27 04:59:00+00:00,4740.5,4742.2998046875,4740.5,4740.7001953125,48
2026-04-27 05:00:00+00:00,4739.2001953125,4741.2001953125,4738.7001953125,4741.2001953125,18
2026-04-27 05:01:00+00:00,4739.2998046875,4739.60009765625,4739.10009765625,4739.5,13
2026-04-27 05:02:00+00:00,4737.60009765625,4738.89990234375,4737.2001953125,4738.89990234375,56
2026-04-27 05:03:00+00:00,4737.2998046875,4737.89990234375,4737.2998046875,4737.7001953125,15
2026-04-27 05:04:00+00:00,4737.10009765625,4737.2998046875,4736.7001953125,4737.2998046875,31
2026-04-27 05:05:00+00:00,4736.89990234375,4738.2001953125,4736.7001953125,4737.2998046875,55
2026-04-27 05:06:00+00:00,4736.2001953125,4737.10009765625,4736.10009765625,4736.7001953125,36
2026-04-27 05:07:00+00:00,4736.7001953125,4737.2998046875,4736.2998046875,4736.5,20
2026-04-27 05:08:00+00:00,4735.7001953125,4736.89990234375,4735.5,4736.89990234375,51
2026-04-27 05:09:00+00:00,4735.5,4736.2998046875,4735.39990234375,4736.2001953125,21
2026-04-27 05:10:00+00:00,4735.89990234375,4735.89990234375,4735.2998046875,4735.39990234375,19
2026-04-27 05:11:00+00:00,4736.39990234375,4736.39990234375,4735.10009765625,4736.2001953125,32
2026-04-27 05:12:00+00:00,4734.5,4736.10009765625,4734.2998046875,4736.10009765625,107
2026-04-27 05:13:00+00:00,4734.89990234375,4735.10009765625,4734.2998046875,4734.60009765625,21
2026-04-27 05:14:00+00:00,4734.2998046875,4735.2001953125,4734.2001953125,4735.2001953125,13
2026-04-27 05:15:00+00:00,4733.5,4734.5,4733.2001953125,4733.89990234375,35
2026-04-27 05:16:00+00:00,4733.39990234375,4734.0,4732.7998046875,4733.5,193
2026-04-27 05:17:00+00:00,4732.7001953125,4733.7998046875,4731.7001953125,4733.7001953125,85
2026-04-27 05:18:00+00:00,4734.7001953125,4734.7001953125,4732.7998046875,4732.7998046875,64
2026-04-27 05:19:00+00:00,4734.0,4734.39990234375,4733.39990234375,4734.0,25
2026-04-27 05:20:00+00:00,4734.2001953125,4735.2001953125,4733.7001953125,4733.7001953125,59
2026-04-27 05:21:00+00:00,4734.7001953125,4734.7001953125,4733.89990234375,4734.2001953125,18
2026-04-27 05:22:00+00:00,4733.7998046875,4734.7998046875,4733.7998046875,4734.7998046875,13
2026-04-27 05:23:00+00:00,4734.39990234375,4734.39990234375,4734.2001953125,4734.2001953125,2
2026-04-27 05:24:00+00:00,4735.10009765625,4735.10009765625,4734.5,4734.7998046875,12
2026-04-27 05:25:00+00:00,4733.89990234375,4736.0,4733.7001953125,4735.10009765625,30
2026-04-27 05:26:00+00:00,4734.10009765625,4734.7998046875,4733.89990234375,4734.2001953125,50
2026-04-27 05:27:00+00:00,4735.39990234375,4735.5,4734.39990234375,4734.7001953125,12
2026-04-27 05:28:00+00:00,4735.10009765625,4735.89990234375,4734.89990234375,4735.60009765625,109
2026-04-27 05:29:00+00:00,4734.2001953125,4734.7001953125,4734.10009765625,4734.7001953125,4
2026-04-27 05:30:00+00:00,4731.60009765625,4734.2998046875,4730.39990234375,4733.89990234375,140
2026-04-27 05:31:00+00:00,4731.39990234375,4732.0,4729.7998046875,4731.89990234375,109
2026-04-27 05:32:00+00:00,4731.2998046875,4732.0,4730.2998046875,4731.2001953125,26
2026-04-27 05:33:00+00:00,4728.2998046875,4731.10009765625,4728.2001953125,4731.0,115
2026-04-27 05:34:00+00:00,4728.2998046875,4729.7998046875,4727.2001953125,4729.0,154
2026-04-27 05:35:00+00:00,4726.89990234375,4728.10009765625,4725.7001953125,4728.10009765625,99
2026-04-27 05:36:00+00:00,4726.7998046875,4727.7998046875,4725.89990234375,4726.7998046875,38
2026-04-27 05:37:00+00:00,4727.10009765625,4728.0,4726.2998046875,4727.0,72
2026-04-27 05:38:00+00:00,4726.39990234375,4726.60009765625,4725.2998046875,4726.10009765625,32
2026-04-27 05:39:00+00:00,4726.2001953125,4726.89990234375,4725.5,4725.89990234375,35
2026-04-27 05:40:00+00:00,4726.2998046875,4726.5,4725.39990234375,4726.5,17
2026-04-27 05:41:00+00:00,4726.2998046875,4728.39990234375,4726.0,4726.7001953125,100
2026-04-27 05:42:00+00:00,4725.2998046875,4726.0,4724.7001953125,4725.60009765625,80
2026-04-27 05:43:00+00:00,4727.2998046875,4727.7998046875,4725.7001953125,4725.7001953125,75
2026-04-27 05:44:00+00:00,4727.2998046875,4728.2001953125,4726.2998046875,4726.2998046875,35
2026-04-27 05:45:00+00:00,4727.7998046875,4728.39990234375,4726.89990234375,4727.2001953125,12
2026-04-27 05:46:00+00:00,4728.10009765625,4728.5,4728.0,4728.2001953125,13
2026-04-27 05:47:00+00:00,4728.7998046875,4729.5,4728.2001953125,4728.39990234375,45
2026-04-27 05:48:00+00:00,4728.7998046875,4729.10009765625,4727.5,4728.10009765625,17
2026-04-27 05:49:00+00:00,4727.10009765625,4728.60009765625,4727.10009765625,4728.60009765625,42
2026-04-27 05:50:00+00:00,4725.7001953125,4727.2998046875,4724.7998046875,4727.2998046875,25
2026-04-27 05:51:00+00:00,4725.2001953125,4726.89990234375,4724.10009765625,4726.2001953125,49
2026-04-27 05:52:00+00:00,4725.5,4726.5,4724.0,4725.2998046875,52
2026-04-27 05:53:00+00:00,4725.2998046875,4726.0,4724.60009765625,4724.89990234375,61
2026-04-27 05:54:00+00:00,4726.5,4727.7001953125,4725.2998046875,4725.2998046875,116
2026-04-27 05:55:00+00:00,4727.2001953125,4727.39990234375,4726.39990234375,4726.89990234375,55
2026-04-27 05:56:00+00:00,4727.89990234375,4728.2998046875,4727.10009765625,4727.10009765625,52
2026-04-27 05:57:00+00:00,4727.7001953125,4728.60009765625,4727.60009765625,4728.0,28
2026-04-27 05:58:00+00:00,4725.7998046875,4727.7998046875,4725.2998046875,4727.7998046875,21
2026-04-27 05:59:00+00:00,4725.7001953125,4726.2001953125,4725.10009765625,4725.5,32
2026-04-27 06:00:00+00:00,4726.7998046875,4728.60009765625,4724.89990234375,4725.39990234375,114
2026-04-27 06:01:00+00:00,4727.7001953125,4727.7001953125,4725.7998046875,4726.5,43
2026-04-27 06:02:00+00:00,4726.7001953125,4728.7998046875,4726.5,4727.60009765625,69
2026-04-27 06:03:00+00:00,4727.2998046875,4727.39990234375,4725.39990234375,4726.39990234375,30
2026-04-27 06:04:00+00:00,4726.39990234375,4727.10009765625,4724.60009765625,4727.10009765625,43
2026-04-27 06:05:00+00:00,4727.7001953125,4728.2001953125,4724.60009765625,4726.39990234375,72
2026-04-27 06:06:00+00:00,4726.0,4727.7998046875,4726.0,4727.7998046875,35
2026-04-27 06:07:00+00:00,4726.5,4726.5,4724.7001953125,4725.60009765625,32
2026-04-27 06:08:00+00:00,4727.60009765625,4728.10009765625,4725.60009765625,4726.2998046875,46
2026-04-27 06:09:00+00:00,4728.5,4728.5,4727.5,4727.7998046875,19
2026-04-27 06:10:00+00:00,4730.0,4730.39990234375,4728.39990234375,4728.39990234375,94
2026-04-27 06:11:00+00:00,4729.89990234375,4730.2001953125,4729.60009765625,4730.2001953125,9
2026-04-27 06:12:00+00:00,4729.2001953125,4729.5,4729.0,4729.2001953125,9
2026-04-27 06:13:00+00:00,4729.0,4730.2998046875,4728.7998046875,4729.39990234375,37
2026-04-27 06:14:00+00:00,4730.10009765625,4730.89990234375,4728.7998046875,4728.7998046875,33
2026-04-27 06:15:00+00:00,4729.2001953125,4729.39990234375,4727.7001953125,4729.39990234375,22
2026-04-27 06:16:00+00:00,4728.39990234375,4729.2001953125,4727.5,4728.89990234375,15
2026-04-27 06:17:00+00:00,4727.2998046875,4728.0,4726.60009765625,4728.0,64
2026-04-27 06:18:00+00:00,4727.60009765625,4728.89990234375,4727.2998046875,4727.2998046875,89
2026-04-27 06:19:00+00:00,4727.2998046875,4728.0,4726.7998046875,4727.7998046875,22
2026-04-27 06:20:00+00:00,4729.0,4729.0,4726.5,4726.89990234375,63
2026-04-27 06:21:00+00:00,4729.60009765625,4729.7998046875,4729.0,4729.0,18
2026-04-27 06:22:00+00:00,4729.60009765625,4730.39990234375,4729.60009765625,4730.10009765625,23
2026-04-27 06:23:00+00:00,4729.2998046875,4730.2998046875,4729.2998046875,4729.7998046875,28
2026-04-27 06:24:00+00:00,4729.7001953125,4730.39990234375,4729.39990234375,4729.39990234375,32
2026-04-27 06:25:00+00:00,4729.2998046875,4730.7998046875,4728.89990234375,4730.0,75
2026-04-27 06:26:00+00:00,4729.2998046875,4729.39990234375,4728.5,4728.89990234375,28
2026-04-27 06:27:00+00:00,4729.2998046875,4729.5,4727.7001953125,4728.60009765625,39
2026-04-27 06:28:00+00:00,4727.7001953125,4729.2998046875,4727.7001953125,4729.10009765625,50
2026-04-27 06:29:00+00:00,4729.60009765625,4729.60009765625,4727.7001953125,4727.7998046875,16
2026-04-27 06:30:00+00:00,4725.10009765625,4729.2998046875,4724.2998046875,4729.2998046875,99
2026-04-27 06:31:00+00:00,4727.0,4727.2998046875,4725.2998046875,4725.5,48
2026-04-27 06:32:00+00:00,4727.5,4727.89990234375,4726.2998046875,4727.10009765625,23
2026-04-27 06:33:00+00:00,4727.39990234375,4728.2001953125,4726.7001953125,4727.89990234375,17
2026-04-27 06:34:00+00:00,4725.39990234375,4726.7001953125,4724.7998046875,4726.7001953125,24
2026-04-27 06:35:00+00:00,4726.10009765625,4726.10009765625,4724.7001953125,4724.7001953125,24
2026-04-27 06:36:00+00:00,4727.10009765625,4727.2001953125,4725.60009765625,4725.89990234375,24
2026-04-27 06:37:00+00:00,4726.2998046875,4727.39990234375,4726.2998046875,4726.7001953125,10
2026-04-27 06:38:00+00:00,4728.2001953125,4728.2998046875,4725.39990234375,4725.60009765625,36
2026-04-27 06:39:00+00:00,4727.0,4729.10009765625,4726.7001953125,4728.5,35
2026-04-27 06:40:00+00:00,4726.10009765625,4727.2998046875,4725.7998046875,4727.10009765625,26
2026-04-27 06:41:00+00:00,4726.0,4726.0,4725.10009765625,4725.7001953125,19
2026-04-27 06:42:00+00:00,4726.10009765625,4727.10009765625,4725.39990234375,4725.7998046875,37
2026-04-27 06:43:00+00:00,4727.0,4727.7998046875,4727.0,4727.0,9
2026-04-27 06:44:00+00:00,4725.60009765625,4727.2001953125,4725.5,4727.2001953125,19
2026-04-27 06:45:00+00:00,4726.2998046875,4726.39990234375,4724.7998046875,4725.7001953125,49
2026-04-27 06:46:00+00:00,4727.0,4727.89990234375,4726.2001953125,4726.39990234375,110
2026-04-27 06:47:00+00:00,4727.5,4727.5,4726.7001953125,4726.7001953125,9
2026-04-27 06:48:00+00:00,4726.89990234375,4727.89990234375,4726.7998046875,4727.89990234375,14
2026-04-27 06:49:00+00:00,4729.2001953125,4729.2001953125,4727.10009765625,4727.2998046875,43
2026-04-27 06:50:00+00:00,4730.10009765625,4730.5,4728.5,4729.0,25
2026-04-27 06:51:00+00:00,4729.89990234375,4730.10009765625,4728.60009765625,4729.60009765625,60
2026-04-27 06:52:00+00:00,4729.0,4730.5,4728.7001953125,4730.10009765625,37
2026-04-27 06:53:00+00:00,4728.60009765625,4728.7001953125,4728.5,4728.5,4
2026-04-27 06:54:00+00:00,4728.39990234375,4728.7001953125,4728.39990234375,4728.5,4
2026-04-27 06:55:00+00:00,4728.7001953125,4729.10009765625,4728.10009765625,4728.5,26
2026-04-27 06:56:00+00:00,4728.7001953125,4729.2998046875,4728.5,4728.7998046875,22
2026-04-27 06:57:00+00:00,4728.10009765625,4729.39990234375,4728.10009765625,4728.7998046875,26
2026-04-27 06:58:00+00:00,4729.2998046875,4729.60009765625,4727.39990234375,4727.89990234375,22
2026-04-27 06:59:00+00:00,4727.60009765625,4729.10009765625,4726.89990234375,4729.0,40
2026-04-27 07:00:00+00:00,4726.89990234375,4728.10009765625,4725.89990234375,4727.39990234375,53
2026-04-27 07:01:00+00:00,4728.0,4729.39990234375,4727.2998046875,4727.5,45
2026-04-27 07:02:00+00:00,4729.39990234375,4729.39990234375,4727.5,4727.5,26
2026-04-27 07:03:00+00:00,4730.39990234375,4731.0,4729.0,4729.5,61
2026-04-27 07:04:00+00:00,4732.39990234375,4732.5,4729.89990234375,4729.89990234375,63
2026-04-27 07:05:00+00:00,4730.2001953125,4731.89990234375,4729.60009765625,4731.89990234375,62
2026-04-27 07:06:00+00:00,4732.60009765625,4732.60009765625,4730.2001953125,4730.2001953125,40
2026-04-27 07:07:00+00:00,4732.89990234375,4733.5,4731.5,4732.10009765625,94
2026-04-27 07:08:00+00:00,4730.2001953125,4732.89990234375,4729.7998046875,4732.7998046875,79
2026-04-27 07:09:00+00:00,4731.7998046875,4731.7998046875,4730.5,4731.10009765625,16
2026-04-27 07:10:00+00:00,4730.60009765625,4732.89990234375,4730.39990234375,4731.7001953125,46
2026-04-27 07:11:00+00:00,4730.2001953125,4731.7998046875,4728.89990234375,4730.2998046875,46
2026-04-27 07:12:00+00:00,4731.39990234375,4731.39990234375,4729.7998046875,4730.39990234375,18
2026-04-27 07:13:00+00:00,4731.39990234375,4731.89990234375,4730.7001953125,4731.7001953125,7
2026-04-27 07:14:00+00:00,4732.2998046875,4732.2998046875,4731.39990234375,4731.39990234375,20
2026-04-27 07:15:00+00:00,4730.5,4732.39990234375,4730.5,4731.7998046875,15
2026-04-27 07:16:00+00:00,4728.39990234375,4731.0,4727.10009765625,4730.7998046875,75
2026-04-27 07:17:00+00:00,4728.39990234375,4730.0,4728.2001953125,4729.0,23
2026-04-27 07:18:00+00:00,4727.89990234375,4728.7001953125,4727.39990234375,4728.0,19
2026-04-27 07:19:00+00:00,4730.0,4730.2998046875,4728.2001953125,4728.2001953125,25
2026-04-27 07:20:00+00:00,4730.39990234375,4731.39990234375,4729.60009765625,4729.89990234375,36
2026-04-27 07:21:00+00:00,4729.7001953125,4730.39990234375,4728.2998046875,4730.0,31
2026-04-27 07:22:00+00:00,4730.0,4730.0,4730.0,4730.0,2
2026-04-27 07:23:00+00:00,4731.89990234375,4732.7998046875,4730.60009765625,4730.60009765625,16
2026-04-27 07:24:00+00:00,4732.7001953125,4733.10009765625,4731.7998046875,4731.89990234375,50
2026-04-27 07:25:00+00:00,4732.7001953125,4733.2001953125,4732.2998046875,4732.5,22
2026-04-27 07:26:00+00:00,4732.10009765625,4733.2001953125,4732.0,4732.89990234375,32
2026-04-27 07:27:00+00:00,4729.60009765625,4732.2001953125,4729.2001953125,4731.89990234375,29
2026-04-27 07:28:00+00:00,4730.2001953125,4730.2001953125,4729.5,4729.7001953125,17
2026-04-27 07:29:00+00:00,4730.89990234375,4730.89990234375,4729.7998046875,4729.7998046875,8
2026-04-27 07:30:00+00:00,4729.10009765625,4731.7001953125,4728.2998046875,4730.7998046875,43
2026-04-27 07:31:00+00:00,4731.10009765625,4731.7001953125,4729.60009765625,4729.60009765625,29
2026-04-27 07:32:00+00:00,4730.7998046875,4731.89990234375,4730.7001953125,4731.2998046875,85
2026-04-27 07:33:00+00:00,4732.39990234375,4732.39990234375,4731.0,4731.0,32
2026-04-27 07:34:00+00:00,4731.60009765625,4731.7998046875,4731.39990234375,4731.5,7
2026-04-27 07:35:00+00:00,4729.2001953125,4730.7998046875,4729.2001953125,4730.7998046875,10
2026-04-27 07:36:00+00:00,4728.7001953125,4730.0,4728.7001953125,4729.7998046875,45
2026-04-27 07:37:00+00:00,4728.60009765625,4729.2001953125,4728.5,4728.89990234375,18
2026-04-27 07:38:00+00:00,4729.39990234375,4729.7998046875,4728.5,4728.7001953125,18
2026-04-27 07:39:00+00:00,4730.7001953125,4731.7998046875,4729.39990234375,4729.39990234375,31
2026-04-27 07:40:00+00:00,4729.89990234375,4731.0,4729.89990234375,4730.89990234375,10
2026-04-27 07:41:00+00:00,4730.7998046875,4730.7998046875,4729.2998046875,4729.7998046875,31
2026-04-27 07:42:00+00:00,4730.7001953125,4732.0,4729.60009765625,4729.7001953125,56
2026-04-27 07:43:00+00:00,4730.2001953125,4731.39990234375,4729.7998046875,4730.7998046875,27
2026-04-27 07:44:00+00:00,4729.7001953125,4731.39990234375,4729.7001953125,4730.2001953125,13
2026-04-27 07:45:00+00:00,4730.2001953125,4730.2001953125,4729.7998046875,4729.7998046875,3
2026-04-27 07:46:00+00:00,4731.2998046875,4731.7998046875,4730.0,4730.2001953125,16
2026-04-27 07:47:00+00:00,4730.2001953125,4731.7001953125,4730.2001953125,4731.10009765625,30
2026-04-27 07:48:00+00:00,4729.2998046875,4730.2001953125,4729.2998046875,4730.2001953125,14
2026-04-27 07:49:00+00:00,4728.89990234375,4729.7998046875,4727.89990234375,4729.7998046875,33
2026-04-27 07:50:00+00:00,4728.7001953125,4729.10009765625,4727.60009765625,4729.10009765625,23
2026-04-27 07:51:00+00:00,4728.7001953125,4729.7998046875,4727.39990234375,4728.2998046875,54
2026-04-27 07:52:00+00:00,4727.89990234375,4728.89990234375,4727.7001953125,4727.89990234375,18
2026-04-27 07:53:00+00:00,4726.39990234375,4728.10009765625,4725.39990234375,4728.0,45
2026-04-27 07:54:00+00:00,4727.10009765625,4727.2998046875,4725.0,4726.2001953125,41
2026-04-27 07:55:00+00:00,4727.0,4727.7001953125,4726.60009765625,4727.2001953125,13
2026-04-27 07:56:00+00:00,4728.2001953125,4728.60009765625,4726.5,4726.89990234375,102
2026-04-27 07:57:00+00:00,4728.39990234375,4728.39990234375,4727.89990234375,4727.89990234375,10
2026-04-27 07:58:00+00:00,4729.39990234375,4729.39990234375,4728.2998046875,4728.5,11
2026-04-27 07:59:00+00:00,4727.89990234375,4729.39990234375,4727.89990234375,4729.39990234375,13
2026-04-27 08:00:00+00:00,4727.39990234375,4728.39990234375,4725.5,4728.39990234375,85
2026-04-27 08:01:00+00:00,4725.7998046875,4729.5,4725.2001953125,4727.7001953125,34
2026-04-27 08:02:00+00:00,4726.39990234375,4726.7998046875,4725.60009765625,4725.89990234375,25
2026-04-27 08:03:00+00:00,4726.2998046875,4726.60009765625,4725.7998046875,4726.2998046875,13
2026-04-27 08:04:00+00:00,4726.89990234375,4727.7998046875,4725.7001953125,4726.10009765625,40
2026-04-27 08:05:00+00:00,4727.2998046875,4728.5,4727.10009765625,4727.10009765625,41
2026-04-27 08:06:00+00:00,4725.89990234375,4727.2001953125,4725.10009765625,4727.2001953125,41
2026-04-27 08:07:00+00:00,4727.60009765625,4727.60009765625,4725.2998046875,4725.2998046875,45
2026-04-27 08:08:00+00:00,4727.39990234375,4727.89990234375,4727.2998046875,4727.39990234375,22
2026-04-27 08:09:00+00:00,4727.10009765625,4728.2001953125,4726.10009765625,4728.0,60
2026-04-27 08:10:00+00:00,4726.60009765625,4727.39990234375,4725.7001953125,4726.2998046875,30
2026-04-27 08:11:00+00:00,4727.39990234375,4727.39990234375,4725.0,4725.5,53
2026-04-27 08:12:00+00:00,4726.89990234375,4728.7998046875,4726.60009765625,4727.89990234375,23
2026-04-27 08:13:00+00:00,4727.0,4728.10009765625,4726.0,4727.39990234375,31
2026-04-27 08:14:00+00:00,4725.60009765625,4726.7998046875,4725.60009765625,4726.39990234375,14
2026-04-27 08:15:00+00:00,4727.39990234375,4727.89990234375,4726.0,4726.2001953125,16
2026-04-27 08:16:00+00:00,4728.0,4728.7998046875,4727.7998046875,4728.0,33
2026-04-27 08:17:00+00:00,4728.5,4728.7001953125,4727.5,4727.89990234375,15
2026-04-27 08:18:00+00:00,4727.60009765625,4729.0,4727.2001953125,4729.0,12
2026-04-27 08:19:00+00:00,4725.39990234375,4727.2998046875,4725.2998046875,4726.7998046875,25
2026-04-27 08:20:00+00:00,4726.2001953125,4726.39990234375,4724.89990234375,4725.60009765625,65
2026-04-27 08:21:00+00:00,4726.39990234375,4726.5,4725.2001953125,4726.2998046875,14
2026-04-27 08:22:00+00:00,4726.0,4727.10009765625,4725.89990234375,4725.89990234375,12
2026-04-27 08:23:00+00:00,4724.60009765625,4725.5,4724.2998046875,4725.5,25
2026-04-27 08:24:00+00:00,4726.0,4726.0,4724.7998046875,4724.7998046875,11
2026-04-27 08:25:00+00:00,4725.7001953125,4726.60009765625,4725.39990234375,4725.7001953125,23
2026-04-27 08:26:00+00:00,4724.39990234375,4725.7001953125,4724.2998046875,4724.7998046875,18
2026-04-27 08:27:00+00:00,4725.7998046875,4726.10009765625,4724.7001953125,4724.7998046875,21
2026-04-27 08:28:00+00:00,4725.7998046875,4726.2001953125,4725.39990234375,4726.0,35
2026-04-27 08:29:00+00:00,4725.60009765625,4727.0,4725.0,4725.7001953125,38
2026-04-27 08:30:00+00:00,4722.7001953125,4725.60009765625,4721.39990234375,4725.5,204
2026-04-27 08:31:00+00:00,4724.0,4724.7998046875,4722.7998046875,4722.7998046875,40
2026-04-27 08:32:00+00:00,4724.10009765625,4725.10009765625,4723.7998046875,4724.2001953125,29
2026-04-27 08:33:00+00:00,4723.7001953125,4723.7998046875,4722.60009765625,4723.60009765625,20
2026-04-27 08:34:00+00:00,4724.2998046875,4724.7001953125,4723.2001953125,4723.39990234375,16
2026-04-27 08:35:00+00:00,4724.7001953125,4724.7001953125,4723.39990234375,4724.0,16
2026-04-27 08:36:00+00:00,4723.7998046875,4724.2001953125,4723.60009765625,4724.10009765625,25
2026-04-27 08:37:00+00:00,4722.10009765625,4724.2001953125,4722.10009765625,4724.10009765625,28
2026-04-27 08:38:00+00:00,4723.60009765625,4723.60009765625,4722.2001953125,4722.60009765625,25
2026-04-27 08:39:00+00:00,4722.2001953125,4723.0,4722.10009765625,4723.0,15
2026-04-27 08:40:00+00:00,4720.7998046875,4722.5,4720.2001953125,4722.5,50
2026-04-27 08:41:00+00:00,4722.10009765625,4722.2998046875,4720.7998046875,4721.2998046875,21
2026-04-27 08:42:00+00:00,4722.7001953125,4723.10009765625,4721.7998046875,4722.10009765625,89
2026-04-27 08:43:00+00:00,4725.2001953125,4725.5,4723.0,4723.2001953125,59
2026-04-27 08:44:00+00:00,4726.7998046875,4726.7998046875,4725.0,4725.60009765625,48
